#log[T] redshift massfrac  log[nh] ne/nh     mu    tcool     Lambdanet   ionf[ 1]   ionf[ 2]   ionf[ 3]   ionf[ 4]   ionf[ 5]   ionf[ 6]   ionf[ 7]   
 6.16   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.684e+09 -1.290e-22  0.000e+00  0.000e+00  1.236e-08  4.149e-05  4.931e-02  2.922e-01  6.585e-01 
 6.15   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.617e+09 -1.313e-22  0.000e+00  0.000e+00  1.488e-08  4.801e-05  5.687e-02  3.144e-01  6.288e-01 
 6.14   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.553e+09 -1.336e-22  0.000e+00  0.000e+00  1.809e-08  5.618e-05  6.632e-02  3.389e-01  5.947e-01 
 6.13   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.495e+09 -1.356e-22  0.000e+00  0.000e+00  2.148e-08  6.405e-05  7.546e-02  3.607e-01  5.637e-01 
 6.12   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.441e+09 -1.375e-22  0.000e+00  0.000e+00  2.545e-08  7.280e-05  8.566e-02  3.827e-01  5.316e-01 
 6.11   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.389e+09 -1.395e-22  0.000e+00  0.000e+00  3.035e-08  8.339e-05  9.796e-02  4.059e-01  4.960e-01 
 6.10   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.337e+09 -1.415e-22  0.000e+00  0.000e+00  3.654e-08  9.646e-05  1.132e-01  4.305e-01  4.562e-01 
 6.09   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.291e+09 -1.432e-22  0.000e+00  0.000e+00  4.287e-08  1.085e-04  1.273e-01  4.506e-01  4.220e-01 
 6.08   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.247e+09 -1.449e-22  0.000e+00  0.000e+00  5.015e-08  1.216e-04  1.427e-01  4.694e-01  3.878e-01 
 6.07   0.00     2.067e-03 -4.000  1.207e+00 0.618 1.204e+09 -1.467e-22  0.000e+00  0.000e+00  5.901e-08  1.372e-04  1.610e-01  4.878e-01  3.511e-01 
